to,from,weight
22536,10982,1
22536,17352,7
22537,22536,1
22538,22536,1
22539,22536,1
22540,10867,6
22540,38499,1
22541,22542,1
22543,22542,1
22544,22542,1
22546,12442,1
22546,15487,1
22546,22554,2
22546,22572,1
22546,22669,1
22546,22671,1
22546,22672,1
22547,11440,4
22547,11828,1
22547,12091,3
22547,14853,1
22547,18103,3
22547,25184,2
22549,10301,3
22549,11416,3
22549,11427,4
22549,11440,12
22549,11453,22
22549,13063,20
22549,19714,10
22549,22927,3
22549,23530,2
22549,26086,1
22549,26541,4
22549,26542,4
22549,26550,4
22549,26557,6
22550,22551,2
22552,22551,2
22553,22551,2
22554,10764,1
22554,11453,2
22557,21488,1
22562,12459,1
22565,22564,1
22566,22564,1
22567,10426,1
22567,11294,3
22567,12048,1
22567,17161,2
22567,17291,1
22568,12048,1
22570,19517,1
22571,19484,1
22573,12225,5
22576,22577,1
22578,22577,1
22579,22577,1
22580,22583,1
22581,22548,1
22581,22580,1
22581,22583,1
22581,22587,1
22582,22580,1
22582,22583,1
22582,22587,1
22583,22548,1
22584,22548,1
22585,22586,1
22588,13269,1
22589,13269,1
22589,34045,2
22590,19484,1
22591,22592,1
22593,22592,1
22594,22592,1
22595,19484,1
22596,10061,16
22596,10234,3
22596,10543,2
22596,10544,36
22596,11150,4
22596,11206,2
22596,11261,1
22596,13753,1
22596,19599,3
22596,23016,6
22596,23096,1
22596,26831,3
22596,26832,5
22596,26854,1
22596,26956,1
22596,27552,9
22596,27897,2
22596,27901,1
22596,27909,1
22596,28034,1
22596,28542,1
22596,28604,1
22597,10867,1
22598,10544,20
22598,11206,1
22598,19599,6
22598,22598,1
22598,27897,1
22599,10867,1
22603,10867,1
22605,22606,1
22607,19595,1
22607,22606,1
22609,19595,1
22609,19608,1
22610,19595,1
22610,19608,1
22611,10993,1
22613,22614,1
22613,22621,1
22615,21450,3
22616,19615,2
22616,21450,3
22616,21481,13
22616,22623,1
22616,22639,2
22616,37506,1
22617,19592,1
22617,22618,1
22620,19592,1
22620,19593,1
22620,19605,1
22620,19608,1
22620,22638,1
22621,19592,1
22621,19593,1
22621,19605,1
22621,19608,1
22621,22638,1
22622,22623,1
22625,10867,1
22626,10867,3
22627,10867,3
22628,10867,2
22629,10867,1
22629,11206,1
22630,19574,1
22631,22632,1
22633,22632,1
22634,22632,1
22635,19615,6
22636,19615,6
22636,21481,1
22637,19615,6
22641,22621,1
22641,22642,1
22643,19608,1
22643,22638,1
22644,21450,2
22644,21481,12
22644,37492,2
22644,37536,1
22645,19608,1
22645,22642,1
22646,22642,1
22646,22645,1
22648,19608,1
22649,19608,1
22652,12485,1
22652,17291,1
22652,21449,1
22652,37468,1
22653,22621,1
22654,22621,1
22658,22657,1
22659,19502,1
22660,19502,1
22662,11927,2
22663,22638,1
22665,19574,1
22668,10232,1
22674,11647,52
22674,12013,2
22675,10089,3
22675,11647,328
22675,12013,14
22675,22724,3
22676,11647,116
22676,12013,1
22677,10491,7
22677,11013,2
22677,11405,1
22677,11453,2
22677,11597,9
22677,11647,13
22678,11647,3
22679,11647,304
22679,12013,4
22679,22694,4
22680,11647,10
22680,22681,10
22681,11647,18
22681,12013,8
22681,22752,1
22681,22782,1
22681,22788,2
22681,22795,4
22682,10367,3
22682,11494,1
22682,11597,100
22682,11647,34
22682,11814,3
22682,12827,4
22682,22700,4
22682,22769,3
22683,10491,3
22683,11405,1
22683,11647,3
22684,11597,6
22684,11647,13
22685,11647,4
22686,11597,3
22686,11647,3
22687,11647,18
22688,11647,16
22689,10379,1
22689,11647,22
22689,12013,6
22690,11647,102
22691,11597,40
22691,11647,15
22692,11647,41
22693,11647,28
22694,11647,61
22694,12013,2
22694,22706,2
22695,11647,31
22696,10066,3
22696,10338,1
22696,11427,4
22696,11453,2
22696,11597,3
22696,11647,54
22696,17071,1
22696,17101,13
22696,18103,2
22696,22292,2
22696,22700,20
22697,11597,4
22697,11647,11
22698,10172,2
22698,10267,1
22698,10367,25
22698,10421,3
22698,10442,5
22698,11259,1
22698,11405,13
22698,11597,15
22698,11647,4
22698,11714,2
22698,11982,3
22698,12827,15
22698,12886,3
22698,14354,1
22698,14642,2
22698,17080,1
22698,19439,6
22698,22698,1
22698,22802,9
22698,27624,1
22698,29540,2
22699,11647,15
22699,12013,1
22700,10367,1
22700,10492,3
22700,10576,2
22700,11405,1
22700,11597,3
22700,11647,12
22700,12013,1
22700,12141,3
22700,12702,3
22700,12908,70
22700,13070,3
22700,13407,5
22700,15198,75
22700,16324,9
22700,17071,2
22700,20180,3
22700,20324,18
22700,22098,3
22700,22378,2
22700,25339,27
22700,37675,42
22700,37686,3
22700,37687,3
22700,37700,3
22700,37701,2
22700,37702,3
22700,41246,1
22701,11647,3
22702,11647,3
22703,11647,3
22704,11597,24
22704,11647,6
22704,16098,3
22705,11647,4
22706,11647,18
22707,11597,12
22707,11647,3
22708,11647,8
22709,11647,59
22709,12013,2
22710,11647,4
22711,11647,5
22711,12013,1
22712,10036,6
22712,10367,2
22712,10399,1
22712,11405,3
22712,11597,15
22712,11647,15
22712,14236,3
22712,21128,2
22713,10040,12
22713,10060,9
22713,10161,2
22713,10391,3
22713,11647,38
22713,11679,2
22713,13779,2
22713,22700,14
22714,11647,3
22715,10491,21
22715,11453,2
22715,11597,12
22715,11647,6
22715,22700,8
22716,11647,4
22716,11655,1
22716,12586,1
22716,20179,1
22716,26355,2
22716,42898,1
22717,11647,4
22718,11647,4
22719,11647,3
22719,22706,2
22720,11647,6
22721,10352,1
22721,10569,11
22721,11405,9
22721,11647,16
22721,22700,7
22721,22827,2
22721,22850,5
22721,26883,3
22721,33544,2
22722,11647,4
22723,11647,7
22724,10379,1
22724,11647,3
22724,12013,8
22725,11647,12
22725,12013,1
22726,11647,3
22727,11647,17
22728,11647,7
22729,11647,4
22730,10491,33
22730,11647,10
22731,11647,8
22731,22700,4
22732,11647,8
22733,10161,8
22733,11647,4
22734,10367,1
22734,10690,1
22734,11405,1
22734,11597,18
22734,11647,3
22734,12767,1
22734,20232,1
22734,35177,1
22735,11405,1
22735,11647,3
22735,12013,3
22736,11597,6
22736,11647,12
22737,11647,4
22737,12013,5
22738,10491,6
22738,11573,12
22738,11597,14
22738,11647,3
22738,11656,3
22738,22738,1
22739,11647,9
22740,11647,4
22741,11647,4
22742,11647,3
22743,11647,3
22744,11647,4
22745,11647,4
22746,10275,1
22746,11647,8
22747,10491,4
22747,11647,4
22747,22700,44
22748,11647,6
22749,11647,3
22749,12013,1
22750,22751,2
22752,10178,6
22752,10232,3
22752,22693,6
22752,22705,2
22752,22706,5
22752,22724,6
22752,22735,4
22753,22694,4
22753,22735,4
22754,22735,4
22755,11597,6
22756,12754,3
22756,18103,6
22757,11597,3
22757,12754,3
22757,14234,1
22758,10262,1
22758,10289,3
22758,10324,1
22758,10379,2
22758,10761,7
22758,10816,1
22758,10833,8
22758,10877,3
22758,10882,3
22758,11118,3
22758,11139,1
22758,11696,3
22758,11710,3
22758,11919,1
22758,12013,3
22758,12069,2
22758,12286,5
22758,12302,4
22758,21045,1
22758,22681,11
22758,22694,4
22758,22711,1
22758,22752,1
22758,22759,3
22758,22771,3
22758,22781,1
22758,22782,1
22758,22788,1
22758,22794,1
22758,22795,2
22758,22819,4
22758,22845,1
22758,22862,2
22758,22866,1
22758,22893,1
22760,22676,3
22761,22676,3
22762,22676,3
22763,22693,3
22764,22693,3
22766,22692,5
22767,22692,5
22768,10040,8
22768,10063,4
22768,10352,8
22768,10482,3
22768,13436,3
22768,22769,3
22768,23241,1
22769,10483,5
22769,11405,1
22769,11597,3
22770,22692,2
22772,22772,6
22773,10037,1
22773,10267,1
22773,10359,2
22773,10862,1
22773,11233,2
22773,11405,1
22773,14253,1
22773,22773,7
22774,22775,1
22776,22775,1
22777,22775,1
22778,22724,6
22779,22724,4
22780,22675,2
22783,22724,1
22784,22724,1
22785,22724,1
22786,10852,4
22786,22787,3
22789,22711,1
22789,22790,1
22791,22711,1
22791,22790,1
22792,22790,1
22793,11405,12
22793,12013,1
22793,33478,1
22795,12013,1
22795,22788,1
22796,22795,2
22797,13034,2
22797,19585,12
22798,10364,1
22798,10367,11
22798,11405,4
22798,14295,1
22798,22798,1
22798,29415,5
22799,22740,1
22800,22740,1
22801,22740,1
22802,10320,1
22802,10367,11
22802,10442,3
22802,10491,3
22802,11259,2
22802,11405,24
22802,11597,6
22802,11982,1
22802,12013,4
22802,14354,1
22802,14622,1
22802,19621,8
22802,22698,3
22802,26642,1
22803,22676,1
22804,22676,5
22805,10084,4
22805,10491,3
22805,11405,2
22805,22805,3
22806,12866,1
22806,19205,1
22806,29155,1
22807,12903,1
22807,19205,1
22808,22711,1
22809,11405,2
22809,14203,3
22810,11232,1
22810,11413,2
22810,11962,1
22810,12649,2
22810,12952,6
22810,24744,1
22810,24891,8
22810,24897,8
22812,12013,6
22813,22814,3
22814,11405,6
22814,12013,3
22815,22814,2
22816,10981,1
22816,11405,2
22816,12013,1
22816,22814,1
22817,22818,4
22821,10379,1
22821,12013,1
22822,12013,10
22823,12013,1
22824,10444,1
22824,14249,1
22824,14359,2
22824,17078,12
22824,22997,5
22824,24908,3
22825,10379,1
22825,12013,1
22826,11962,1
22827,11405,6
22827,12013,1
22827,22721,2
22828,22827,2
22829,11405,2
22829,13880,2
22829,30739,1
22830,12013,2
22831,22814,1
22832,22814,1
22833,17078,3
22834,17078,3
22835,22694,1
22836,22694,1
22837,22694,1
22838,22676,5
22839,22676,3
22841,11405,3
22842,11184,1
22842,12013,10
22842,20476,4
22843,22724,1
22844,22724,1
22848,12013,68
22850,10576,1
22850,11405,8
22850,17071,1
22850,22700,7
22850,22850,5
22850,33544,2
22851,22814,1
22852,12013,4
22852,22852,1
22853,22696,1
22854,12013,2
22855,22724,2
22857,22724,1
22858,22724,1
22859,11405,3
22859,17071,1
22859,22292,1
22860,14314,1
22861,22862,2
22863,22862,2
22864,22862,1
22865,22862,1
22868,22869,1
22871,10991,6
22871,14359,2
22872,14359,2
22873,12013,3
22874,22724,1
22875,22724,2
22876,12013,5
22877,14196,1
22877,22842,2
22878,22842,3
22879,14196,1
22880,22711,1
22883,12754,3
22883,12903,1
22884,22724,1
22885,22724,1
22886,22724,1
22887,22790,1
22888,22790,1
22889,22790,1
22890,22775,1
22891,12013,3
22892,11622,1
22894,10605,1
22895,12013,2
22896,12013,2
22897,12013,1
22898,12013,1
22898,20550,1
22898,22898,1
22899,12013,1
22900,12013,1
22901,12013,1
22902,12013,1
22903,12013,1
22904,12013,1
22905,12013,1
22906,12013,1
22907,12013,1
22908,12013,1
22909,12013,1
22910,12013,1
22911,12013,1
22912,12013,1
22913,12013,3
22914,12013,1
22915,12013,1
22916,12013,1
22920,10484,3
22920,37510,1
22921,10484,3
22921,11601,6
22922,10135,3
22922,11427,4
22922,11671,9
22922,14255,3
22928,22927,3
22929,10175,5
22929,10504,10
22929,10544,10
22929,10991,20
22929,13163,1
22929,13414,3
22929,13620,6
22929,14255,2
22929,17851,6
22929,22929,1
22929,22934,2
22929,22965,11
22929,23038,1
22929,25113,2
22929,29155,1
22929,35792,2
22929,35841,4
22931,22932,27
22933,10484,3
22934,10544,4
22934,10991,4
22937,10485,2
22937,10544,3
22938,11440,3
22939,10052,3
22939,10177,1
22939,22939,3
22940,10207,1
22940,10459,1
22940,10991,3
22940,11601,3
22940,11925,2
22940,14255,1
22940,22399,3
22940,22939,4
22940,22965,5
22941,10161,14
22941,10360,1
22941,10491,7
22941,11435,1
22941,11453,2
22941,12974,2
22941,15999,3
22941,24619,1
22942,12251,3
22942,22942,3
22943,10130,2
22944,12974,3
22945,10491,4
22945,20157,1
22945,20551,5
22945,22396,9
22948,10516,1
22948,11416,21
22948,13063,3
22948,20030,2
22948,22952,9
22948,23011,3
22949,10991,2
22949,22965,2
22951,10459,3
22952,10130,2
22952,10516,4
22952,11427,2
22952,11566,8
22952,15877,2
22952,16045,2
22952,18103,2
22952,23616,4
22952,26033,4
22954,10685,21
22955,10459,2
22955,10490,2
22955,11925,1
22956,22957,6
22958,22957,6
22959,22957,6
22961,10991,4
22961,11671,3
22961,14336,6
22961,22961,2
22961,25158,12
22961,35503,2
22962,10225,5
22962,11310,1
22962,11402,4
22962,12961,12
22962,13774,6
22962,16845,1
22962,19621,19
22962,19626,6
22962,21698,1
22962,21728,15
22962,23281,3
22963,10187,1
22963,10388,1
22963,10484,1
22963,10524,3
22963,10525,7
22963,10588,1
22963,11292,1
22963,22940,3
22963,22965,5
22965,10060,4
22965,10061,42
22965,10122,1
22965,10123,4
22965,10241,4
22965,10391,3
22965,10504,3
22965,10544,7
22965,10690,3
22965,11231,4
22965,12046,15
22965,12239,3
22965,12936,6
22965,12961,19
22965,13174,3
22965,14243,12
22965,14255,16
22965,14258,4
22965,16921,4
22965,16995,3
22965,17290,2
22965,17464,4
22965,20046,3
22965,20529,4
22965,20718,8
22965,22107,3
22965,22713,5
22965,22929,17
22965,22940,3
22965,22949,10
22965,22963,3
22965,22965,9
22965,26133,3
22965,27374,3
22965,27574,3
22965,27704,3
22965,34027,3
22965,34098,8
22965,35841,12
22965,42698,4
22965,44469,4
22966,16921,3
22968,10491,4
22968,11814,3
22968,13407,4
22968,19730,4
22968,26642,3
22969,11609,2
22969,22970,3
22970,22700,10
22973,22973,10
22979,22980,3
22981,22980,3
22982,22980,3
22987,10087,6
22989,10360,1
22989,10544,34
22989,10595,3
22989,11206,1
22989,12929,6
22989,19599,3
22989,22596,9
22989,23016,11
22989,26928,3
22989,27899,1
22990,22990,7
22995,22996,3
22997,10484,6
22997,21169,3
23001,10135,1
23001,10445,2
23001,10544,3
23001,10991,8
23001,11461,1
23001,17436,1
23001,20513,1
23001,23027,1
23001,35972,1
23001,36005,1
23001,37785,3
23003,10360,12
23003,10491,12
23003,12065,1
23004,23005,9
23006,23005,9
23007,23005,9
23008,23005,6
23009,23005,6
23010,10484,1
23011,10130,2
23011,15877,2
23011,18103,2
23011,23616,2
23013,23005,3
23015,10544,87
23015,10595,3
23015,10721,7
23015,19599,4
23015,23016,3
23015,26915,3
23015,27364,4
23015,27422,3
23015,27961,1
23016,10003,4
23016,10091,3
23016,10389,6
23016,10519,3
23016,10544,124
23016,10587,3
23016,10595,9
23016,10740,9
23016,10851,3
23016,11206,13
23016,13142,2
23016,14922,3
23016,15888,3
23016,19599,21
23016,20706,2
23016,22596,2
23016,22939,3
23016,22989,5
23016,23016,4
23016,23096,8
23016,26822,3
23016,26826,1
23016,26832,2
23016,26931,6
23016,26956,3
23016,26990,8
23016,27007,3
23016,27117,8
23016,27552,9
23016,27897,3
23016,27901,1
23016,27934,1
23016,27996,1
23016,28542,1
23016,28560,1
23017,23005,3
23019,23020,5
23021,23020,5
23023,10275,1
23023,11426,1
23023,12974,1
23027,10445,2
23027,10991,12
23027,11461,1
23027,18178,2
23027,20513,1
23027,22329,1
23027,22929,2
23027,23001,3
23027,23037,1
23027,23038,3
23027,23460,1
23027,34234,1
23029,22973,3
23029,23032,3
23030,22973,3
23030,23032,3
23031,22973,3
23031,23032,3
23033,10130,4
23033,10320,5
23033,10516,7
23033,10991,5
23033,11427,4
23033,11450,1
23033,11453,12
23033,11544,1
23033,12910,3
23033,12983,2
23033,14242,2
23033,14336,2
23033,14470,4
23033,14497,3
23033,15907,2
23033,18103,12
23033,19714,1
23033,21994,1
23033,40659,1
23037,10158,3
23037,10275,1
23037,10445,2
23037,10991,64
23037,11150,22
23037,11461,4
23037,12669,2
23037,17443,1
23037,18103,4
23037,19708,1
23037,20051,2
23037,20157,12
23037,21202,3
23037,22934,2
23037,23027,4
23037,23037,2
23037,23038,2
23037,34234,1
23037,34581,1
23037,35719,1
23037,35930,1
23037,35974,1
23037,37704,3
23038,19708,1
23039,11416,3
23040,11416,3
23040,22952,3
23041,23041,1
23042,13064,1
23042,23041,1
23043,13491,1
23043,22477,1
23043,22798,1
23044,23045,43
23046,19599,1
23046,22933,20
23046,29157,1
23047,22933,1
23048,10484,3
23048,10493,3
23048,10887,4
23048,11206,2
23049,23045,23
23051,10484,2
23052,10361,452
23052,10389,24
23052,10484,15
23053,13491,1
23054,13491,1
23054,17078,2
23055,10484,2
23056,22926,2
23057,22926,2
23058,22926,2
23060,10484,2
23061,10484,1
23063,10484,3
23063,11233,1
23064,20898,1
23065,23064,2
23066,22933,1
23067,22933,3
23068,22933,5
23069,22933,14
23070,10484,1
23071,10484,2
23072,10667,1
23073,10484,1
23075,10667,1
23076,10920,4
23077,10484,1
23078,12309,1
23079,10484,3
23082,23082,1
23083,10484,2
23084,22933,2
23087,22933,6
23088,22933,4
23089,22933,2
23090,22933,2
23091,22933,2
23092,22933,4
23093,22933,2
23094,22933,2
23095,10484,1
23096,10209,1
23096,10544,12
23096,10595,3
23096,10740,1
23096,11206,4
23096,11310,2
23096,19599,6
23096,26831,7
23096,27842,4
23096,27871,1
23096,27966,2
23097,10484,2
23098,10991,2
23098,11435,1
23099,10158,4
23099,10360,2
23099,11405,1
23099,14256,2
23099,18952,1
23099,23098,2
23100,23051,2
23101,23051,2
23102,10770,1
23103,23051,2
23105,12821,1
23107,10359,2
23107,10360,5
23107,10484,1
23107,11627,2
23109,10764,2
23112,10161,11
23113,10232,4
23114,10060,1
23114,11172,1
23114,12463,1
23117,10398,1
23117,10484,6
23117,11435,1
23118,10484,1
23119,10484,1
23120,22933,1
23121,23121,1
23122,10484,1
23125,10667,1
23126,10616,1
23127,10616,1
23128,22933,1
23129,22933,1
23130,22933,1
23130,36381,2
23131,10883,1
23132,10883,1
23133,10883,1
23134,10036,3
23134,10040,3
23134,10060,1
23134,10182,8
23134,10338,2
23134,10362,1
23134,10923,2
23134,23140,3
23134,25776,1
23134,29968,3
23134,32599,1
23136,22989,4
23137,10484,1
23138,11418,2
23138,11453,4
23139,10360,3
23139,10361,1
23140,10360,5
23140,10923,2
23140,23134,1
23143,23143,1
23144,10187,1
23147,23051,2
23148,23051,2
23151,10484,1
23151,10764,1
23151,13751,2
23151,28776,3
23151,40837,2
23152,10484,1
23153,10484,1
23153,19599,3
23153,26883,3
23154,10360,1
23154,10484,1
23155,10484,2
23155,13717,1
23156,10161,3
23156,10182,1
23156,10345,1
23156,11680,2
23156,16084,1
23156,20551,6
23156,22396,9
23157,10040,4
23158,10040,4
23158,10399,1
23159,10040,18
23159,10880,7
23159,29375,1
23160,10040,12
23161,10040,4
23162,10040,3
23162,10525,4
23163,10006,1
23163,10040,13
23163,10130,4
23163,10187,6
23163,10275,6
23163,10500,2
23163,10517,7
23163,10544,4
23163,10679,2
23163,10790,1
23163,11453,8
23163,11515,4
23163,11544,1
23163,11966,2
23163,12361,2
23163,13430,1
23163,16044,3
23163,16134,6
23163,18103,4
23163,20418,2
23163,20551,1
23163,27897,1
23163,29739,1
23164,10040,3
23165,10040,3
23166,10040,9
23167,10040,6
23168,10040,3
23169,10036,3
23169,10040,3
23169,10087,4
23169,14236,3
23169,42210,3
23170,10040,8
23170,12463,1
23171,10040,28
23172,10040,7
23173,10040,3
23173,10060,1
23174,10040,4
23174,10060,4
23174,10135,2
23175,10036,3
23175,10040,6
23176,10040,3
23181,23182,18
23184,23185,3
23187,23188,13
23187,23191,2
23189,23190,10
23192,23188,1
23192,23191,8
23192,25222,12
23192,25246,6
23192,25249,7
23192,25273,4
23193,10040,1
23196,23197,3
23198,23199,3
23201,23201,2
23202,23160,1
23203,23204,1
23205,23204,1
23209,16839,1
23210,10802,6
23211,10802,6
23212,10802,4
23214,23161,1
23215,23161,1
23216,23161,1
23218,21653,1
23218,23217,1
23219,23217,1
23220,10379,3
23221,23222,1
23223,23222,1
23224,23222,1
23227,23228,1
23229,23228,1
23230,23228,1
23233,23233,1
23234,23233,2
23235,23233,2
23236,23233,1
23237,23237,1
23239,23240,1
23241,10040,3
23241,10049,2
23241,10060,48
23241,10064,1
23241,10122,1
23241,10151,1
23241,11655,1
23241,19021,1
23241,41238,1
23243,23244,1
23244,10040,2
23245,10040,1
23246,10040,1
23247,10040,3
23248,10040,1
23249,10040,1
23250,10040,1
23251,10040,2
23251,10524,2
23251,12463,1
23252,10040,3
23253,10040,1
23254,10040,1
23255,19562,291
23256,19562,23
23257,10001,1
23257,10050,3
23257,10056,1
23257,10061,36
23257,10285,4
23257,11292,6
23257,11320,3
23257,11384,3
23257,11402,11
23257,11791,18
23257,12671,1
23257,12672,6
23257,12926,1
23257,16297,2
23257,16306,2
23257,16813,5
23257,18779,3
23257,19488,1
23257,19552,5
23257,19562,33
23257,19621,93
23257,19626,14
23257,20341,2
23257,23376,9
23257,23414,2
23258,19562,5
23259,19562,3
23259,23351,3
23260,19562,9
23260,23266,3
23260,23297,3
23261,19562,19
23261,23265,6
23261,23276,9
23261,23327,3
23261,23365,3
23262,19562,9
23262,23263,3
23262,23327,3
23263,19562,5
23263,23276,6
23264,19562,15
23265,19562,66
23265,23261,3
23265,23271,3
23265,23298,3
23266,19562,3
23266,23297,3
23267,19562,2
23267,23258,3
23268,19562,6
23269,19562,3
23269,23398,3
23270,12672,3
23270,13541,1
23270,16845,2
23270,19552,3
23270,19562,3
23270,21679,7
23270,23257,3
23270,23347,3
23271,19562,3
23271,23261,6
23271,23265,6
23271,23298,6
23272,19562,3
23272,23256,3
23273,19562,18
23273,23255,3
23274,19562,29
23275,19562,3
23276,19562,3
23276,23262,3
23276,23263,3
23276,23327,3
23277,19562,9
23277,23266,3
23277,23426,3
23278,19562,18
23279,19562,8
23280,19562,6
23280,23314,3
23281,19562,2
23282,19562,4
23283,19562,2
23284,19562,8
23285,19562,3
23286,19562,3
23286,23280,21
23287,19562,3
23288,19562,3
23289,19562,6
23290,23291,60
23292,23265,18
23292,23298,3
23293,23265,36
23294,23265,36
23295,10001,6
23295,10044,3
23295,10049,5
23295,11379,17
23295,12672,1
23295,14623,3
23296,23280,3
23297,23298,9
23299,23298,3
23300,23298,15
23301,23256,3
23303,23302,3
23306,23264,9
23307,23264,9
23308,23264,6
23309,23264,6
23310,23280,30
23310,23314,3
23311,23280,3
23312,10479,3
23312,11294,2
23312,11298,6
23312,11440,76
23312,12268,6
23312,12983,2
23312,16045,3
23312,17392,2
23312,19136,6
23312,19860,2
23312,23312,3
23312,33919,7
23312,33990,3
23312,34112,5
23312,34123,3
23315,23280,6
23315,23314,3
23316,23266,3
23317,23266,3
23318,23262,6
23318,23263,3
23318,23266,3
23319,23266,3
23320,23298,3
23321,23298,12
23322,23298,6
23324,23278,12
23325,23278,12
23326,23278,12
23327,23262,6
23328,10001,2
23328,11341,2
23328,11402,2
23328,12672,7
23328,16297,3
23328,16766,2
23328,16775,15
23328,16844,1
23328,16851,1
23328,19552,3
23328,19621,12
23329,16775,10
23329,19621,9
23330,23255,6
23330,23265,18
23331,23262,3
23332,23333,6
23333,23269,3
23335,23258,3
23335,23278,3
23336,23278,6
23337,10001,15
23337,11379,3
23337,11402,2
23337,19626,1
23338,23280,12
23339,23280,12
23340,23262,3
23341,23262,3
23343,10285,3
23343,21679,3
23344,11298,3
23344,19621,28
23345,23344,6
23347,11329,1
23347,23361,3
23348,23349,12
23348,23372,6
23350,19626,3
23352,23259,3
23352,23351,3
23353,23259,3
23353,23351,3
23354,23258,6
23355,23259,3
23356,23262,3
23357,23262,3
23358,23262,3
23359,23262,3
23360,23258,3
23361,11321,3
23361,12672,1
23361,12820,4
23361,16813,2
23361,16839,2
23361,16845,7
23362,23264,6
23363,23264,3
23364,23291,12
23366,23261,9
23366,23365,3
23367,12361,2
23367,16834,1
23368,23262,3
23369,23262,3
23370,23261,6
23370,23298,3
23371,23261,3
23373,23263,3
23374,23263,3
23376,11402,3
23376,12361,4
23376,13315,3
23376,18779,9
23376,19552,4
23376,19553,3
23376,19569,1
23376,19626,6
23376,23257,21
23376,33129,6
23376,33132,3
23376,33133,2
23377,23378,3
23379,23378,3
23380,23378,3
23381,23265,3
23382,12895,2
23382,13570,3
23382,26790,1
23382,43475,1
23383,23261,3
23385,23291,3
23386,23255,3
23387,23255,3
23388,11284,17
23388,11329,2
23388,12361,2
23388,16813,1
23388,16845,3
23388,19556,6
23388,21679,3
23389,23390,3
23391,23390,3
23392,23266,3
23392,23269,6
23392,23297,3
23393,11715,15
23393,40249,1
23394,23262,3
23394,23411,9
23395,23262,3
23396,23262,3
23397,23280,3
23399,23347,3
23400,23269,3
23400,23411,9
23401,23269,6
23402,19562,1
23402,19569,1
23403,23262,3
23403,23327,3
23404,16808,3
23405,23280,6
23406,19626,3
23407,19626,3
23409,23410,3
23412,23411,9
23413,12672,1
23414,10285,3
23414,13414,3
23414,19621,4
23414,19626,4
23414,23257,12
23415,23291,3
23416,23298,3
23417,23264,6
23418,23264,6
23419,23264,9
23420,12672,1
23420,16766,2
23420,16775,13
23422,23264,9
23423,23264,3
23424,23264,6
23425,23264,3
23427,23426,3
23428,19621,76
23429,23411,3
23430,23411,3
23431,23411,3
23432,23278,3
23434,11379,1
23434,11402,3
23434,12485,1
23434,13541,1
23434,16182,4
23434,16775,1
23435,23298,9
23436,23298,6
23438,23437,3
23439,23298,3
23440,23298,3
23441,10130,20
23441,10275,8
23441,10516,4
23441,11427,16
23441,11453,18
23441,12983,4
23441,15877,4
23441,15916,2
23441,16044,2
23441,16175,2
23441,18103,4
23441,23528,2
23441,23642,4
23441,23715,2
23441,25980,5
23441,32164,2
23441,38854,4
23442,12983,4
23443,10130,18
23443,10177,1
23443,10268,2
23443,10388,1
23443,10516,42
23443,10991,6
23443,11427,32
23443,11435,3
23443,11440,8
23443,11453,74
23443,11544,1
23443,11546,2
23443,11566,5
23443,11567,1
23443,12239,4
23443,12983,12
23443,13058,2
23443,15877,7
23443,18103,12
23443,19689,2
23443,19714,17
23443,20427,4
23443,22549,6
23443,23498,2
23443,23616,2
23443,24606,1
23443,25980,3
23443,26543,4
23443,26566,4
23443,26769,3
23443,35680,2
23444,12983,4
23445,10130,2
23445,10135,1
23445,10177,2
23445,10388,1
23445,10490,20
23445,10516,12
23445,11435,1
23445,11453,14
23445,11566,3
23445,12983,4
23445,13405,1
23445,16994,1
23445,19714,10
23445,20051,2
23445,20059,2
23445,23498,3
23446,12983,24
23446,23448,2
23446,23549,4
23446,23550,2
23447,10802,1
23447,11440,1
23447,11450,3
23447,11463,3
23447,12983,2
23447,20051,1
23448,12983,47
23448,13544,3
23448,23504,1
23448,23505,1
23448,23510,1
23448,23512,2
23448,23520,1
23448,23549,6
23448,23550,2
23448,23780,1
23448,23804,1
23448,23851,1
23448,23866,1
23449,11421,3
23449,11427,1
23449,11435,3
23449,11440,90
23449,11461,2
23449,11601,5
23449,12983,2
23449,19760,1
23449,20051,4
23449,23708,2
23450,12983,10
23451,10130,10
23451,11101,2
23451,11418,2
23451,11421,5
23451,11427,18
23451,11544,1
23451,11566,12
23451,12983,10
23451,13544,2
23451,15904,7
23451,15910,2
23451,16150,2
23451,23685,1
23451,23717,5
23451,23781,2
23451,23907,2
23451,35483,2
23451,39041,2
23452,10130,2
23452,12983,6
23452,20051,1
23453,12983,2
23453,23446,2
23453,23520,1
23454,11544,1
23454,12983,2
23455,10023,2
23455,12866,5
23455,12961,5
23455,12983,2
23455,15877,31
23455,16106,2
23455,19767,10
23455,20617,2
23455,38773,4
23455,38796,2
23456,10130,6
23456,11421,1
23456,11544,1
23456,11566,1
23456,12983,12
23456,13544,3
23456,23450,2
23456,23456,5
23456,23550,1
23456,23569,4
23456,23869,2
23456,23919,4
23456,23920,3
23457,11421,2
23457,12983,36
23457,13544,3
23457,15877,2
23458,12983,2
23459,11544,1
23459,12983,4
23459,13544,1
23459,23535,1
23459,23822,1
23459,23866,1
23459,43407,8
23460,10023,3
23460,10149,3
23460,10171,12
23460,10991,1
23460,11440,781
23460,11450,1
23460,11461,2
23460,11546,2
23460,11566,1
